Erdos_600_5000_star_70_267_367.pickle,950,5613,0.0106,0.0035,0.0121,0.0098,0.0181,0.0042,0.0191,0.0255,0.0263,0.0074,0.0399,0.0292,0.0285,0.0588,0.0305,0.0309,0.0093,0.0047,0.0065,0.0,0.0,0.0198,0.0127,0.0,0.0044,0.5881,
Barabasi_700_12_house_40_426_226.pickle,900,8949,0.0214,0.0222,0.0068,0.0436,0.0468,0.0452,0.0764,0.026,0.0235,0.0533,0.0263,0.0183,0.0214,0.0492,0.0387,0.0436,0.0482,0.0148,0.0271,0.0403,0.0448,0.0364,0.0486,0.0658,0.0079,0.1031,
Barabasi_700_10_cycle_50_362_209.pickle,1000,7608,0.0166,0.0175,0.0109,0.0174,0.0571,0.0652,0.0486,0.019,0.0247,0.0543,0.0802,0.0526,0.0424,0.0318,0.0348,0.0327,0.038,0.0162,0.0214,0.0491,0.0645,0.0491,0.0443,0.0389,0.0028,0.0698,
Erdos_650_7500_grid_60_414_440.pickle,1190,8687,0.0215,0.0205,0.0272,0.031,0.0408,0.0257,0.0494,0.0381,0.0463,0.0213,0.0356,0.0185,0.0121,0.0308,0.0158,0.0167,0.0212,0.008,0.0103,0.002,0.0066,0.0629,0.0368,0.0015,0.0067,0.3926,
Erdos_600_7500_cycle_50_392_384.pickle,900,8233,0.016,0.0176,0.0246,0.0321,0.0356,0.0263,0.07,0.068,0.0636,0.036,0.0222,0.0203,0.0354,0.0341,0.012,0.0196,0.0204,0.0027,0.0119,0.0,0.0,0.0744,0.0738,0.0,0.0072,0.276,
Barabasi_550_12_grid_60_361_90.pickle,1090,7588,0.028,0.0331,0.0054,0.0392,0.0658,0.0559,0.0345,0.0322,0.031,0.0498,0.0297,0.0353,0.0277,0.0509,0.0365,0.0252,0.0391,0.0229,0.0387,0.073,0.056,0.036,0.0351,0.0443,0.0137,0.0609,
Erdos_650_5000_cycle_60_271_414.pickle,1010,5688,0.0115,0.0083,0.0165,0.0183,0.0199,0.0085,0.0168,0.0204,0.0269,0.0053,0.0209,0.0235,0.0326,0.0498,0.0203,0.0255,0.0079,0.0057,0.0038,0.0,0.0,0.0385,0.0242,0.0,0.0047,0.5901,
Barabasi_550_12_house_60_343_86.pickle,850,7212,0.0277,0.0314,0.0,0.0403,0.0508,0.0923,0.0494,0.0161,0.0312,0.0528,0.0401,0.0502,0.0286,0.0431,0.0419,0.0268,0.0351,0.0105,0.0364,0.0635,0.0627,0.0419,0.0528,0.0267,0.002,0.0458,
Erdos_600_5000_house_50_267_356.pickle,850,5614,0.0147,0.0092,0.0128,0.012,0.0231,0.0147,0.0376,0.0367,0.0393,0.0269,0.0158,0.0171,0.0121,0.0226,0.0132,0.017,0.0116,0.0092,0.0104,0.0,0.0078,0.03,0.0113,0.0,0.0104,0.5847,
Erdos_600_7500_star_50_387_382.pickle,850,8131,0.0152,0.0089,0.0418,0.0198,0.0444,0.0156,0.045,0.0527,0.0408,0.0198,0.0219,0.0105,0.0138,0.0201,0.015,0.0131,0.0134,0.0065,0.0094,0.0014,0.0,0.0518,0.0289,0.0021,0.0066,0.4814,
Erdos_600_7500_path_40_385_378.pickle,800,8075,0.0137,0.0181,0.0346,0.0266,0.0458,0.0335,0.0448,0.0441,0.0566,0.0209,0.0188,0.0268,0.023,0.0337,0.022,0.0141,0.0188,0.0098,0.013,0.0064,0.0,0.0604,0.045,0.0017,0.0082,0.3598,
Barabasi_550_10_cycle_70_294_69.pickle,970,6176,0.0258,0.0185,0.0074,0.0337,0.0558,0.051,0.0406,0.0253,0.0159,0.0395,0.0403,0.046,0.0268,0.0448,0.0485,0.0613,0.0548,0.0191,0.0274,0.0708,0.0536,0.022,0.0456,0.0459,0.008,0.0716,
Erdos_500_5000_path_80_270_273.pickle,900,5669,0.0163,0.0115,0.0223,0.0181,0.0299,0.0186,0.0272,0.0333,0.0296,0.0201,0.024,0.0322,0.0169,0.0505,0.0372,0.028,0.0177,0.0168,0.0124,0.015,0.0,0.038,0.0266,0.0063,0.0077,0.4437,
Barabasi_650_10_star_50_332_157.pickle,900,6979,0.0237,0.0275,0.0017,0.024,0.0522,0.0714,0.045,0.0221,0.0258,0.0296,0.0254,0.0376,0.0407,0.1219,0.0213,0.0288,0.0324,0.02,0.0411,0.0556,0.0571,0.0277,0.0381,0.0386,0.0087,0.0822,
Erdos_700_5000_cycle_50_267_459.pickle,1000,5616,0.0211,0.0268,0.0138,0.0162,0.0115,0.0024,0.0352,0.0379,0.029,0.0136,0.0211,0.0249,0.016,0.0361,0.019,0.0168,0.0205,0.006,0.01,0.0,0.0,0.0357,0.0257,0.0,0.0036,0.5572,
Erdos_550_5000_cycle_40_264_304.pickle,790,5538,0.0127,0.0103,0.0218,0.0263,0.0268,0.019,0.0303,0.0325,0.0295,0.015,0.0269,0.0367,0.0098,0.03,0.0096,0.014,0.0161,0.0034,0.0067,0.0,0.0037,0.0309,0.0275,0.0,0.0074,0.5531,
Erdos_700_7500_grid_40_401_480.pickle,1060,8413,0.0129,0.0229,0.0247,0.012,0.0272,0.0273,0.0572,0.0464,0.0532,0.0232,0.029,0.0174,0.0316,0.0261,0.0302,0.0409,0.0205,0.0081,0.0139,0.0033,0.0,0.0553,0.0331,0.0007,0.0059,0.3772,
Barabasi_700_10_star_80_365_222.pickle,1100,7661,0.0205,0.0208,0.005,0.0202,0.076,0.0632,0.0455,0.0255,0.0211,0.0428,0.0369,0.037,0.0263,0.0327,0.028,0.03,0.0507,0.0238,0.039,0.06,0.0728,0.0297,0.0525,0.05,0.0092,0.0805,
Barabasi_550_10_star_50_282_57.pickle,800,5928,0.0235,0.0315,0.0064,0.0368,0.0455,0.0609,0.0386,0.0202,0.0278,0.0392,0.0387,0.0629,0.0355,0.0475,0.0315,0.0226,0.0446,0.0203,0.0378,0.0499,0.0579,0.052,0.0333,0.0401,0.0073,0.0875,
Erdos_700_7500_house_80_403_496.pickle,1100,8458,0.0161,0.0174,0.0183,0.0271,0.0206,0.0171,0.0387,0.0268,0.03,0.0212,0.0297,0.0118,0.016,0.0253,0.012,0.0121,0.0142,0.0022,0.01,0.0,0.0033,0.0277,0.0393,0.0,0.0094,0.5536,
Barabasi_600_12_cycle_60_373_139.pickle,960,7844,0.0289,0.0228,0.0002,0.0343,0.0435,0.0602,0.0329,0.0251,0.0303,0.0376,0.0773,0.0446,0.0366,0.0437,0.0574,0.0373,0.0334,0.0214,0.0317,0.055,0.0492,0.0436,0.0346,0.0333,0.0073,0.0779,
Barabasi_500_12_path_50_305_33.pickle,750,6403,0.0218,0.0266,0.0063,0.0066,0.0299,0.0781,0.0449,0.0258,0.027,0.0498,0.061,0.0559,0.0568,0.0349,0.0294,0.0407,0.0386,0.015,0.0419,0.0571,0.0381,0.0371,0.0545,0.0375,0.0072,0.0773,
Barabasi_550_12_path_70_340_93.pickle,900,7140,0.0193,0.0252,0.0028,0.0241,0.0473,0.0924,0.0572,0.0207,0.0211,0.0492,0.0344,0.0453,0.0502,0.0531,0.0351,0.0351,0.0411,0.0284,0.0366,0.0365,0.0589,0.0398,0.0379,0.0379,0.0085,0.0619,
Erdos_700_7500_house_50_392_481.pickle,950,8237,0.0224,0.0175,0.0413,0.0462,0.0356,0.0323,0.0529,0.0532,0.0468,0.022,0.0104,0.093,0.0365,0.0275,0.0222,0.029,0.018,0.0117,0.0073,0.0012,0.0,0.0552,0.064,0.0,0.0104,0.2432,
Barabasi_650_10_star_60_335_162.pickle,950,7031,0.0206,0.0325,0.0053,0.021,0.0439,0.0659,0.0518,0.0139,0.0204,0.0447,0.0428,0.0531,0.0431,0.0552,0.0304,0.0212,0.0349,0.0238,0.0327,0.0613,0.0574,0.0434,0.0363,0.059,0.0084,0.0771,
Erdos_700_5000_cycle_70_274_469.pickle,1120,5762,0.0126,0.01,0.024,0.0254,0.0211,0.0046,0.0324,0.0247,0.0289,0.0059,0.0163,0.0265,0.0093,0.0309,0.0131,0.0166,0.0148,0.0051,0.004,0.0,0.0,0.0349,0.0226,0.0,0.0099,0.6063,
Erdos_650_7500_house_70_399_441.pickle,1000,8382,0.0167,0.0153,0.0324,0.0309,0.0279,0.0219,0.04,0.0443,0.0512,0.0273,0.0307,0.0162,0.011,0.0277,0.0278,0.022,0.0231,0.0026,0.01,0.0,0.0,0.0449,0.0333,0.0,0.0087,0.434,
Erdos_700_7500_cycle_70_399_494.pickle,1120,8384,0.014,0.015,0.0306,0.0407,0.0504,0.0163,0.0363,0.0333,0.0468,0.0279,0.0175,0.0181,0.0468,0.0301,0.0281,0.0092,0.0207,0.0136,0.0114,0.003,0.0,0.0662,0.0226,0.0019,0.0101,0.3892,
Barabasi_700_12_star_70_430_242.pickle,1050,9030,0.0333,0.0311,0.0011,0.0267,0.0519,0.0688,0.0346,0.0329,0.0415,0.0593,0.0325,0.0499,0.0241,0.0293,0.025,0.0216,0.0278,0.0191,0.0302,0.0765,0.0612,0.0454,0.0413,0.0361,0.0084,0.0903,
Erdos_700_5000_cycle_80_278_474.pickle,1180,5838,0.0203,0.0155,0.0121,0.0171,0.0295,0.0106,0.0397,0.0425,0.0348,0.013,0.0136,0.0098,0.027,0.0212,0.0228,0.0289,0.0192,0.0025,0.0165,0.005,0.0,0.046,0.0186,0.0008,0.0091,0.5237,
Erdos_700_7500_star_50_387_482.pickle,950,8133,0.0186,0.0201,0.0295,0.0242,0.03,0.0249,0.0408,0.0462,0.0459,0.0183,0.0161,0.0209,0.0239,0.0221,0.0114,0.0104,0.011,0.0019,0.0224,0.0,0.0,0.0522,0.0422,0.0,0.0029,0.4641,
Barabasi_700_10_path_60_360_213.pickle,1000,7554,0.0342,0.0316,0.0007,0.0215,0.0352,0.0522,0.0432,0.0235,0.0355,0.0769,0.0317,0.0432,0.0359,0.0451,0.038,0.0305,0.0466,0.0127,0.0417,0.0408,0.0307,0.0802,0.0307,0.0327,0.002,0.103,
Erdos_650_5000_house_70_274_416.pickle,1000,5760,0.0202,0.0138,0.0256,0.0118,0.0502,0.0266,0.0228,0.0313,0.0261,0.027,0.0135,0.0122,0.0189,0.024,0.0263,0.015,0.0186,0.0024,0.0292,0.0037,0.0161,0.0372,0.0228,0.0014,0.0105,0.4926,
Erdos_500_5000_path_50_262_258.pickle,750,5504,0.0129,0.0115,0.0261,0.0345,0.0447,0.0222,0.0595,0.0561,0.0621,0.0346,0.0206,0.04,0.0166,0.047,0.0295,0.0245,0.0132,0.0039,0.0107,0.0074,0.0021,0.042,0.0209,0.0091,0.0067,0.3415,
Erdos_600_5000_grid_80_302_375.pickle,1320,6339,0.0164,0.0197,0.0299,0.0374,0.0601,0.032,0.0539,0.0561,0.0403,0.0358,0.0202,0.0117,0.0175,0.0478,0.0147,0.015,0.0278,0.0026,0.0111,0.0,0.0269,0.0449,0.0463,0.0,0.0039,0.3281,
Erdos_600_5000_grid_60_289_365.pickle,1140,6066,0.0174,0.0187,0.0194,0.0243,0.0268,0.0109,0.0478,0.059,0.0435,0.0256,0.0256,0.0264,0.0199,0.0185,0.0194,0.0221,0.0178,0.0052,0.015,0.0071,0.0,0.0446,0.0408,0.0013,0.0098,0.433,
Erdos_700_7500_path_70_392_493.pickle,1050,8237,0.015,0.0148,0.0214,0.0192,0.0366,0.0285,0.0453,0.0573,0.0527,0.0147,0.0148,0.0326,0.0243,0.0175,0.0109,0.0235,0.0181,0.0037,0.0135,0.0,0.0093,0.073,0.0743,0.0,0.0077,0.3716,
Barabasi_600_10_cycle_60_316_114.pickle,960,6633,0.0155,0.0285,0.0057,0.0253,0.0469,0.0483,0.0351,0.0191,0.0172,0.0381,0.076,0.0434,0.0284,0.028,0.0396,0.0398,0.0414,0.029,0.0468,0.0582,0.0741,0.0345,0.043,0.0434,0.0058,0.0889,
Erdos_550_5000_path_50_262_308.pickle,800,5506,0.0131,0.0186,0.0321,0.0225,0.0383,0.017,0.055,0.0438,0.0418,0.0201,0.0325,0.0363,0.0199,0.0411,0.0318,0.0212,0.0154,0.0062,0.0115,0.0017,0.0,0.0598,0.0385,0.0024,0.0089,0.3705,
Erdos_600_7500_star_80_395_397.pickle,1000,8285,0.0164,0.0138,0.0187,0.0299,0.0349,0.0177,0.0427,0.0345,0.0528,0.0169,0.0154,0.0104,0.0182,0.0126,0.0181,0.0219,0.0146,0.0061,0.0096,0.0,0.0062,0.0603,0.0449,0.0,0.0028,0.4808,
Barabasi_500_10_house_40_259_1.pickle,700,5435,0.0223,0.0163,0.002,0.0272,0.0422,0.0735,0.0407,0.0382,0.0216,0.041,0.0429,0.0259,0.0262,0.0537,0.0312,0.0336,0.0404,0.0325,0.0423,0.0486,0.0482,0.0548,0.0467,0.0549,0.0049,0.088,
Erdos_650_7500_path_60_390_438.pickle,950,8184,0.0207,0.0187,0.0167,0.0238,0.0311,0.0104,0.0607,0.0658,0.0499,0.0276,0.016,0.0183,0.025,0.0263,0.0167,0.025,0.0125,0.0043,0.0147,0.0,0.0,0.0558,0.039,0.0,0.0041,0.417,
Barabasi_550_10_house_70_294_66.pickle,900,6180,0.0223,0.021,0.0048,0.0263,0.0479,0.0694,0.0428,0.0268,0.0184,0.062,0.039,0.049,0.043,0.0416,0.0326,0.0348,0.0371,0.0322,0.0245,0.0615,0.0562,0.036,0.0359,0.0493,0.0097,0.0759,
Barabasi_600_10_cycle_70_319_119.pickle,1020,6704,0.0209,0.0254,0.0049,0.0188,0.0653,0.0679,0.041,0.0217,0.0184,0.0507,0.0526,0.0649,0.0262,0.0585,0.0398,0.0292,0.0468,0.0236,0.0466,0.0441,0.0527,0.0383,0.0395,0.038,0.007,0.0573,
Barabasi_700_10_cycle_60_366_214.pickle,1060,7678,0.018,0.0215,0.0059,0.0293,0.0517,0.0578,0.0401,0.0236,0.0192,0.0391,0.0536,0.0607,0.0381,0.048,0.0468,0.0467,0.0384,0.0178,0.0431,0.0401,0.0541,0.046,0.0466,0.0292,0.002,0.0825,
Barabasi_650_10_path_80_340_173.pickle,1050,7136,0.027,0.0162,0.0081,0.0298,0.0659,0.0442,0.0367,0.0294,0.0234,0.0392,0.0423,0.0417,0.0375,0.0382,0.0364,0.0393,0.0368,0.0252,0.0271,0.0493,0.0565,0.0355,0.0376,0.0392,0.0044,0.1331,
Erdos_650_5000_star_40_260_402.pickle,850,5456,0.0113,0.0135,0.0159,0.0204,0.0261,0.004,0.0377,0.0288,0.0339,0.0112,0.0099,0.0146,0.0191,0.0436,0.0127,0.0155,0.0136,0.0065,0.0083,0.0,0.0,0.0395,0.0177,0.0,0.0034,0.5925,
Barabasi_650_12_house_70_407_191.pickle,1000,8544,0.013,0.0222,0.0,0.0221,0.0469,0.0506,0.0469,0.0266,0.0198,0.058,0.0379,0.0812,0.0312,0.0563,0.0783,0.025,0.0362,0.0172,0.0362,0.0335,0.0414,0.0485,0.054,0.0418,0.0076,0.0675,
Barabasi_500_12_star_40_302_27.pickle,700,6347,0.0286,0.0192,0.008,0.0297,0.0434,0.0784,0.0401,0.0136,0.0246,0.0277,0.0618,0.0511,0.0334,0.0441,0.0598,0.0584,0.0262,0.0291,0.042,0.0395,0.0446,0.0344,0.0396,0.0381,0.0068,0.078,
Barabasi_500_12_star_80_312_47.pickle,900,6561,0.0284,0.0425,0.0054,0.0183,0.0531,0.0739,0.0294,0.033,0.0293,0.0473,0.0574,0.0461,0.0304,0.0466,0.0434,0.0288,0.0316,0.0114,0.0461,0.0617,0.056,0.0598,0.0309,0.0262,0.0083,0.0547,
Erdos_600_7500_grid_60_414_390.pickle,1140,8692,0.0204,0.0213,0.0452,0.0474,0.0632,0.0419,0.0722,0.0694,0.0484,0.0328,0.0119,0.014,0.0132,0.0476,0.0187,0.015,0.0162,0.006,0.01,0.0018,0.0102,0.0748,0.0662,0.0007,0.0182,0.2132,
Erdos_600_7500_house_70_399_391.pickle,950,8379,0.0207,0.0228,0.0319,0.0368,0.0429,0.0376,0.0379,0.0444,0.0552,0.0285,0.0139,0.0117,0.0227,0.0153,0.0084,0.0126,0.0252,0.007,0.0157,0.0,0.0126,0.0655,0.042,0.0,0.0183,0.3702,
Barabasi_500_10_cycle_50_262_9.pickle,800,5509,0.0201,0.0257,0.0087,0.018,0.0548,0.0702,0.0449,0.0245,0.0197,0.0438,0.0357,0.0502,0.0409,0.0472,0.0313,0.0414,0.0334,0.0117,0.0454,0.0581,0.0619,0.0313,0.0422,0.0491,0.0077,0.0823,
Barabasi_700_12_house_50_430_231.pickle,950,9030,0.026,0.0278,0.0065,0.0466,0.0477,0.0958,0.0442,0.027,0.023,0.0427,0.0618,0.0417,0.032,0.0481,0.0322,0.028,0.0393,0.0273,0.038,0.0321,0.0411,0.0396,0.0416,0.0368,0.0097,0.0635,
Barabasi_700_12_star_80_432_247.pickle,1100,9082,0.0266,0.0235,0.0068,0.0123,0.039,0.0691,0.079,0.0279,0.0273,0.0522,0.0247,0.0927,0.0282,0.0307,0.027,0.0182,0.0369,0.0159,0.0401,0.0438,0.0517,0.0395,0.0662,0.0549,0.0051,0.0606,
Erdos_550_5000_house_40_264_301.pickle,750,5537,0.0366,0.0291,0.0279,0.0251,0.0547,0.0407,0.0409,0.0419,0.0502,0.0279,0.0145,0.0221,0.0135,0.0162,0.0146,0.0224,0.0429,0.0049,0.0055,0.0113,0.0168,0.0657,0.049,0.0043,0.0061,0.3153,
Erdos_600_5000_path_40_260_353.pickle,800,5455,0.0078,0.0144,0.0197,0.0313,0.0354,0.0213,0.0438,0.0403,0.0486,0.0244,0.0253,0.0243,0.0239,0.0344,0.0218,0.0287,0.0103,0.0078,0.0087,0.0,0.0,0.0488,0.018,0.0,0.0061,0.4549,
Erdos_500_7500_path_80_395_298.pickle,900,8289,0.0212,0.0193,0.0225,0.0281,0.0501,0.0242,0.0478,0.0763,0.056,0.0522,0.0384,0.0273,0.0168,0.0176,0.0239,0.0276,0.0139,0.0115,0.014,0.0061,0.0176,0.0653,0.0559,0.004,0.02,0.2424,
Erdos_600_5000_star_60_265_362.pickle,900,5562,0.0112,0.0147,0.0403,0.0362,0.0407,0.0191,0.061,0.0488,0.0548,0.0325,0.0309,0.024,0.0062,0.0235,0.0206,0.0125,0.0123,0.0032,0.0121,0.0,0.0,0.0852,0.039,0.0,0.0035,0.3678,
Erdos_550_7500_house_50_392_331.pickle,800,8233,0.0195,0.0177,0.0248,0.034,0.0413,0.0266,0.0505,0.0477,0.0451,0.0252,0.0183,0.0157,0.0159,0.0262,0.0201,0.0201,0.0185,0.0062,0.0117,0.0,0.0019,0.0494,0.0479,0.0,0.0123,0.4035,
Erdos_650_7500_cycle_40_389_429.pickle,890,8162,0.0168,0.022,0.0274,0.0207,0.0328,0.0258,0.0543,0.0391,0.051,0.0321,0.0164,0.0221,0.0252,0.0383,0.0222,0.0211,0.0205,0.0031,0.0157,0.0,0.0,0.0615,0.0503,0.0,0.0042,0.3773,
Erdos_550_7500_cycle_40_389_329.pickle,790,8160,0.0194,0.0173,0.0252,0.0272,0.0355,0.0185,0.0531,0.0623,0.077,0.0228,0.0268,0.019,0.0234,0.0434,0.0181,0.025,0.0231,0.0081,0.0113,0.0073,0.0,0.0488,0.0338,0.0028,0.0154,0.3357,
Barabasi_550_12_star_50_335_82.pickle,800,7034,0.0227,0.0367,0.0029,0.046,0.0739,0.0461,0.0401,0.0211,0.0308,0.0468,0.0359,0.0518,0.0554,0.0238,0.0258,0.0272,0.0441,0.0133,0.0389,0.0556,0.0677,0.0527,0.0346,0.0375,0.0025,0.0662,
Barabasi_600_12_path_60_367_138.pickle,900,7714,0.0299,0.0326,0.0,0.0249,0.0424,0.0569,0.0551,0.0362,0.0312,0.0521,0.0221,0.0553,0.0196,0.0606,0.0219,0.0263,0.041,0.0348,0.0458,0.0362,0.0506,0.0583,0.0518,0.046,0.0116,0.0568,
Barabasi_650_10_grid_60_359_165.pickle,1190,7536,0.0225,0.0273,0.0065,0.0226,0.0557,0.0871,0.0446,0.0277,0.0293,0.0459,0.0603,0.0413,0.032,0.0283,0.0432,0.0339,0.0422,0.0194,0.049,0.0598,0.0401,0.0432,0.0385,0.0348,0.0083,0.0565,
Barabasi_550_12_star_40_332_77.pickle,750,6982,0.0194,0.0312,0.0015,0.0249,0.0425,0.0558,0.0229,0.0305,0.028,0.0463,0.0454,0.0385,0.0262,0.0846,0.0217,0.03,0.0456,0.039,0.0432,0.0682,0.053,0.0346,0.0434,0.0467,0.0089,0.068,
Barabasi_500_10_grid_40_271_5.pickle,860,5690,0.0223,0.0292,0.0104,0.0178,0.053,0.0523,0.0591,0.0216,0.0225,0.0485,0.0264,0.0295,0.0401,0.0513,0.0482,0.0806,0.0388,0.035,0.0361,0.0476,0.0437,0.0374,0.0437,0.0509,0.009,0.0451,
Erdos_550_7500_grid_40_401_330.pickle,910,8411,0.0216,0.0158,0.0385,0.0547,0.069,0.0239,0.0694,0.048,0.0652,0.0354,0.0383,0.0182,0.0269,0.0304,0.0222,0.0203,0.0292,0.0128,0.0139,0.0092,0.0088,0.0521,0.0582,0.0114,0.0077,0.1988,
